"","taxon","species","genus","family","order","class","superclass","subphylum","phylum","kingdom","name","common"
"159","ETROPUS CROSSOTUS","crossotus","Etropus","Paralichthyidae","Pleuronectiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Etropus crossotus","fringed flounder"
"160","ETRUMEUS TERES","teres","Etrumeus","Clupeidae","Clupeiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Etrumeus teres","round herring"
"161","EUALUS GAIMARDII","gaimardii","Eualus","Hippolytidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia","Eualus gaimardii","circumpolar eualid"
"162","EUALUS MACILENTUS","macilentus","Eualus","Hippolytidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia","Eualus macilentus","Greenland shrimp"
"163","EUCINOSTOMUS GULA","gula","Eucinostomus","Gerreidae","Perciformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Eucinostomus gula","silver jenny"
"164","EUMESOGRAMMUS PRAECISUS","praecisus","Eumesogrammus","Stichaeidae","Perciformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Eumesogrammus praecisus","fourline snakeblenny"
"165","EUMICROTREMUS SPINOSUS","spinosus","Eumicrotremus","Cyclopteridae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Eumicrotremus spinosus","Atlantic spiny lumpsucker"
"166","Eumicrotremusorbis","orbis","Eumicrotremus","Cyclopteridae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Eumicrotremus orbis","Pacific spiny lumpsucker"
"167","Fusitriton oregonensis","oregonensis","Fusitriton","Ranellidae","Littorinimorpha","Gastropoda",NA,NA,"Mollusca","Animalia","Fusitriton oregonensis","Oregon triton"
"168","Fusitritonoregonensis","oregonensis","Fusitriton","Ranellidae","Littorinimorpha","Gastropoda",NA,NA,"Mollusca","Animalia","Fusitriton oregonensis","Oregon triton"
"169","Gadus macrocephalus","macrocephalus","Gadus","Gadidae","Gadiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Gadus macrocephalus","Pacific cod"
"170","GADUS MORHUA","morhua","Gadus","Gadidae","Gadiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Gadus morhua","Atlantic cod"
"171","Gadus morhua","morhua","Gadus","Gadidae","Gadiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Gadus morhua","Atlantic cod"
"172","Gadusmacrocephalus","macrocephalus","Gadus","Gadidae","Gadiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Gadus macrocephalus","Pacific cod"
"173","GAIDROPSARUS  SP",NA,"Gaidropsarus","Lotidae","Gadiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Gaidropsarus spp.","three-bearded rocklings"
"174","GAIDROPSARUS  SP.",NA,"Gaidropsarus","Lotidae","Gadiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Gaidropsarus spp.","three-bearded rocklings"
"175","Gastropoda",NA,NA,NA,NA,"Gastropoda",NA,NA,"Mollusca","Animalia","Gastropoda spp.","gastropods"
"176","gastropod eggs",NA,NA,NA,NA,"Gastropoda",NA,NA,"Mollusca","Animalia","Gastropod eggs","Gastropod eggs"
"177","gastropodeggs",NA,NA,NA,NA,"Gastropoda",NA,NA,"Mollusca","Animalia","Gastropod eggs","Gastropod eggs"
"178","Genyonemus lineatus","lineatus","Genyonemus","Sciaenidae","Perciformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Genyonemus lineatus","white croaker"
"179","Gersemia sp.",NA,"Gersemia","Nephtheidae","Alcyonacea","Anthozoa",NA,NA,"Cnidaria","Animalia","Gersemia spp.","sea strawberry"
"180","Gersemiasp.",NA,"Gersemia","Nephtheidae","Alcyonacea","Anthozoa",NA,NA,"Cnidaria","Animalia","Gersemia spp.","sea strawberry"
"181","Glyptocephalus cynoglossus","cynoglossus","Glyptocephalus","Pleuronectidae","Pleuronectiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Glyptocephalus cynoglossus","witch flounder"
"182","GLYPTOCEPHALUS CYNOGLOSSUS","cynoglossus","Glyptocephalus","Pleuronectidae","Pleuronectiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Glyptocephalus cynoglossus","witch flounder"
"183","Glyptocephalus zachirus","zachirus","Glyptocephalus","Pleuronectidae","Pleuronectiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Glyptocephalus zachirus","rex sole"
"184","Glyptocephaluszachirus","zachirus","Glyptocephalus","Pleuronectidae","Pleuronectiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Glyptocephalus zachirus","rex sole"
"185","GONATUS  SP.",NA,"Gonatus","Gonatidae","Oegopsida","Cephalopoda",NA,NA,"Mollusca","Animalia","Gonatus spp.","armhook squids"
"186","GORGONOCEPHALIDAE",NA,NA,"Gorgonocephalidae","Euryalida","Ophiuroidea",NA,"Asterozoa","Echinodermata","Animalia","Gorgonocephalidae spp.","basket stars"
"187","Gorgonocephalus eucnemis","eucnemis","Gorgonocephalus","Gorgonocephalidae","Euryalida","Ophiuroidea",NA,"Asterozoa","Echinodermata","Animalia","Gorgonocephalus eucnemis","basket star"
"188","Gorgonocephaluseucnemis","eucnemis","Gorgonocephalus","Gorgonocephalidae","Euryalida","Ophiuroidea",NA,"Asterozoa","Echinodermata","Animalia","Gorgonocephalus eucnemis","basket star"
"189","GYMNACHIRUS TEXAE","texae","Gymnachirus","Achiridae","Pleuronectiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Gymnachirus texae","fringed sole"
"190","GYMNELIS VIRIDIS","viridis","Gymnelus","Zoarcidae","Perciformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Gymnelus viridis","fish doctor"
"191","Gymnocanthusgaleatus","galeatus","Gymnocanthus","Cottidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Gymnocanthus galeatus","armorhead sculpin"
"192","HAEMULON AUROLINEATUM","aurolineatum","Haemulon","Haemulidae","Perciformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Haemulon aurolineatum","tomtate"
"193","HALIEUTICHTHYS ACULEATUS","aculeatus","Halieutichthys","Ogcocephalidae","Lophiiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Halieutichthys aculeatus","pancake batfish"
"194","HARENGULA JAGUANA","jaguana","Harengula","Clupeidae","Clupeiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Harengula jaguana","scaled sardine"
"195","Helicolenus dactylopterus","dactylopterus","Helicolenus","Sebastidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Helicolenus dactylopterus","blackbelly rosefish"
"196","Hemilepidotushemilepidotus","hemilepidotus","Hemilepidotus","Cottidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Hemilepidotus hemilepidotus","red Irish lord"
"197","Hemilepidotus jordani","jordani","Hemilepidotus","Cottidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Hemilepidotus jordani","yellow Irish lord"
"198","Hemilepidotusjordani","jordani","Hemilepidotus","Cottidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Hemilepidotus jordani","yellow Irish lord"
"199","Hemilepidotus papilio","papilio","Hemilepidotus","Cottidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Hemilepidotus papilio","butterfly sculpin"
"200","Hemilepidotuspapilio","papilio","Hemilepidotus","Cottidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Hemilepidotus papilio","butterfly sculpin"
"201","Hemilepidotuszapus","zapus","Hemilepidotus","Cottidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Hemilepidotus zapus","longfin Irish lord"
"202","Hemitripterus americanus","americanus","Hemitripterus","Hemitripteridae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Hemitripterus americanus","sea raven"
"203","HEMITRIPTERUS AMERICANUS","americanus","Hemitripterus","Hemitripteridae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Hemitripterus americanus","sea raven"
"204","Hemitripterus bolini","bolini","Hemitripterus","Hemitripteridae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Hemitripterus bolini","bigmouth sculpin"
"205","Hemitripterusbolini","bolini","Hemitripterus","Hemitripteridae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Hemitripterus bolini","bigmouth sculpin"
"206","HEPATUS EPHELITICUS","epheliticus","Hepatus","Aethridae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia","Hepatus epheliticus","calico box crab"
"207","Hexagrammosdecagrammus","decagrammus","Hexagrammos","Hexagrammidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Hexagrammos decagrammus","kelp greenling"
"208","Hexagrammos stelleri","stelleri","Hexagrammos","Hexagrammidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Hexagrammos stelleri","whitespotted greenling"
"209","Hexagrammosstelleri","stelleri","Hexagrammos","Hexagrammidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Hexagrammos stelleri","whitespotted greenling"
"210","HILDEBRANDIA FLAVA","flavus","Rhynchoconger","Congridae","Anguilliformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Rhynchoconger flavus","yellow conger"
"211","Hippoglossina oblonga","oblonga","Hippoglossina","Paralichthyidae","Pleuronectiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Hippoglossina oblonga","fourspot flounder"
"212","Hippoglossoides elassodon","elassodon","Hippoglossoides","Pleuronectidae","Pleuronectiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Hippoglossoides elassodon","flathead sole"
"213","HIPPOGLOSSOIDES PLATESSOIDES","platessoides","Hippoglossoides","Pleuronectidae","Pleuronectiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Hippoglossoides platessoides","American plaice"
"214","Hippoglossoides platessoides","platessoides","Hippoglossoides","Pleuronectidae","Pleuronectiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Hippoglossoides platessoides","American plaice"
"215","Hippoglossoideselassodon","elassodon","Hippoglossoides","Pleuronectidae","Pleuronectiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Hippoglossoides elassodon","flathead sole"
"216","Hippoglossoidessp",NA,"Hippoglossoides","Pleuronectidae","Pleuronectiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Hippoglossoides spp.","flounders"
"217","Hippoglossoides sp.",NA,"Hippoglossoides","Pleuronectidae","Pleuronectiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Hippoglossoides spp.","flounders"
"218","Hippoglossoidessp.",NA,"Hippoglossoides","Pleuronectidae","Pleuronectiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Hippoglossoides spp.","flounders"
"219","Hippoglossus hippoglossus","hippoglossus","Hippoglossus","Pleuronectidae","Pleuronectiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Hippoglossus hippoglossus","Atlantic halibut"
"220","HIPPOGLOSSUS HIPPOGLOSSUS","hippoglossus","Hippoglossus","Pleuronectidae","Pleuronectiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Hippoglossus hippoglossus","Atlantic halibut"
"221","Hippoglossus stenolepis","stenolepis","Hippoglossus","Pleuronectidae","Pleuronectiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Hippoglossus stenolepis","Pacific halibut"
"222","Hippoglossusstenolepis","stenolepis","Hippoglossus","Pleuronectidae","Pleuronectiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Hippoglossus stenolepis","Pacific halibut"
"223","Holothuroidea",NA,NA,NA,NA,NA,NA,"Echinozoa","Echinodermata","Animalia","Holothuroidea spp.","sea cucumbers"
"224","HOLOTHUROIDEA",NA,NA,NA,NA,NA,NA,"Echinozoa","Echinodermata","Animalia","Holothuroidea spp.","sea cucumbers"
"225","Homarus americanus","americanus","Homarus","Nephropidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia","Homarus americanus","American lobster"
"226","HOPLUNNIS MACRURUS","macrura","Hoplunnis","Nettastomatidae","Anguilliformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Hoplunnis macrura","freckled pike-conger"
"227","HYAS  SP",NA,"Hyas","Oregoniidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia","Hyas spp.","lyre crabs"
"228","HYAS  SP.",NA,"Hyas","Oregoniidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia","Hyas spp.","lyre crabs"
"229","Hyas coarctatus","coarctatus","Hyas","Oregoniidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia","Hyas coarctatus","Arctic lyre crab"
"230","Hyascoarctatus","coarctatus","Hyas","Oregoniidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia","Hyas coarctatus","Arctic lyre crab"
"231","Hyas lyratus","lyratus","Hyas","Oregoniidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia","Hyas lyratus","Pacific lyre crab"
"232","Hyaslyratus","lyratus","Hyas","Oregoniidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia","Hyas lyratus","Pacific lyre crab"
"233","Hydrolagus colliei","colliei","Hydrolagus","Chimaeridae","Chimaeriformes","Holocephali","Pisces","Vertebrata","Chordata","Animalia","Hydrolagus colliei","spotted ratfish"
"234","Hydrolaguscolliei","colliei","Hydrolagus","Chimaeridae","Chimaeriformes","Holocephali","Pisces","Vertebrata","Chordata","Animalia","Hydrolagus colliei","spotted ratfish"
"235","Icelinus filamentosus","filamentosus","Icelinus","Cottidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Icelinus filamentosus","threadfin sculpin"
"236","ICELUS SPATULA","spatula","Icelus","Cottidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Icelus spatula","spatulate sculpin"
"237","Icelus spiniger","spiniger","Icelus","Cottidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Icelus spiniger","thorny sculpin"
"238","Icelusspiniger","spiniger","Icelus","Cottidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Icelus spiniger","thorny sculpin"
"239","ILLEX ILLECEBROSUS","illecebrosus","Illex","Ommastrephidae","Oegopsida","Cephalopoda",NA,NA,"Mollusca","Animalia","Illex illecebrosus","northern shortfin squid"
"240","Illex illecebrosus","illecebrosus","Illex","Ommastrephidae","Oegopsida","Cephalopoda",NA,NA,"Mollusca","Animalia","Illex illecebrosus","northern shortfin squid"
"241","Isopsetta isolepis","isolepis","Isopsetta","Pleuronectidae","Pleuronectiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Isopsetta isolepis","butter sole"
"242","Isopsettaisolepis","isolepis","Isopsetta","Pleuronectidae","Pleuronectiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Isopsetta isolepis","butter sole"
"243","KATHETOSTOMA ALBIGUTTA","albigutta","Kathetostoma","Uranoscopidae","Perciformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Kathetostoma albigutta","lancer stargazer"
"244","LAGOCEPHALUS LAEVIGATUS","laevigatus","Lagocephalus","Tetraodontidae","Tetraodontiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Lagocephalus laevigatus","smooth puffer"
"245","LAGODON RHOMBOIDES","rhomboides","Lagodon","Sparidae","Perciformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Lagodon rhomboides","pinfish"
"246","LARIMUS FASCIATUS","fasciatus","Larimus","Sciaenidae","Perciformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Larimus fasciatus","banded drum"
"247","LEBBEUS GROENLANDICUS","groenlandicus","Lebbeus","Hippolytidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia","Lebbeus groenlandicus","spiny lebbeid"
"248","LEBBEUS POLARIS","polaris","Lebbeus","Hippolytidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia","Lebbeus polaris","polar lebbeid"
"249","LEIOSTOMUS XANTHURUS","xanthurus","Leiostomus","Sciaenidae","Perciformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Leiostomus xanthurus","spot"
"250","Lepidopsetta sp",NA,"Lepidopsetta","Pleuronectidae","Pleuronectiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Lepidopsetta spp.","rock soles"
"251","Lepidopsetta sp.",NA,"Lepidopsetta","Pleuronectidae","Pleuronectiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Lepidopsetta spp.","rock soles"
"252","Lepidopsettasp",NA,"Lepidopsetta","Pleuronectidae","Pleuronectiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Lepidopsetta spp.","rock soles"
"253","Lepidopsettasp.",NA,"Lepidopsetta","Pleuronectidae","Pleuronectiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Lepidopsetta spp.","rock soles"
"254","LEPOPHIDIUM BREVIBARBE","brevibarbe","Lepophidium","Ophidiidae","Ophidiiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Lepophidium brevibarbe","blackedge cusk-eel"
"255","LEPOPHIDIUM JEANNAE","jeannae","Lepophidium","Ophidiidae","Ophidiiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Lepophidium jeannae","mottled cusk-eel"
"256","Lepophidium profundorum","profundorum","Lepophidium","Ophidiidae","Ophidiiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Lepophidium profundorum","fawn cusk-eel"
"257","Leptagonus frenatus","frenatus","Sarritor","Agonidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Sarritor frenatus","sawback poacher"
"258","Leptagonusfrenatus","frenatus","Sarritor","Agonidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Sarritor frenatus","sawback poacher"
"259","Leptocottus armatus","armatus","Leptocottus","Cottidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Leptocottus armatus","Pacific staghorn sculpin"
"260","LEUCORAJA OCELLATA","ocellata","Leucoraja","Rajidae","Rajiformes","Elasmobranchii","Pisces","Vertebrata","Chordata","Animalia","Leucoraja ocellata","big skate"
"261","Leucoraja ocellata","ocellata","Leucoraja","Rajidae","Rajiformes","Elasmobranchii","Pisces","Vertebrata","Chordata","Animalia","Leucoraja ocellata","big skate"
"262","Leuroglossusschmidti","schmidti","Leuroglossus","Bathylagidae","Osmeriformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Leuroglossus schmidti","northern smoothtongue"
"263","Limanda ferruginea","ferruginea","Limanda","Pleuronectidae","Pleuronectiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Limanda ferruginea","rusty flounder"
"264","LIMANDA FERRUGINEA","ferruginea","Limanda","Pleuronectidae","Pleuronectiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Limanda ferruginea","rusty flounder"
"265","Limanda aspera","aspera","Limanda","Pleuronectidae","Pleuronectiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Limanda aspera","yellowfin sole"
"266","Limandaaspera","aspera","Limanda","Pleuronectidae","Pleuronectiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Limanda aspera","yellowfin sole"
"267","Limanda proboscidea","proboscidea","Limanda","Pleuronectidae","Pleuronectiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Limanda proboscidea","longhead dab"
"268","Limandaproboscidea","proboscidea","Limanda","Pleuronectidae","Pleuronectiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Limanda proboscidea","longhead dab"
"269","Liparidae",NA,NA,"Liparidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Liparidae spp.","snailfishes"
"270","LIPARIDAE",NA,NA,"Liparidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Liparidae spp.","snailfishes"
"271","LITHODES MAJA","maja","Lithodes","Lithodidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia","Lithodes maja","Norway king crab"
"272","Lithodesaequispinus","aequispinus","Lithodes","Lithodidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia","Lithodes aequispinus","golden king crab"
"273","LITHODIDAE",NA,NA,"Lithodidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia","Lithodidae spp.","stone and king crabs"
"274","Loligo opalescens","opalescens","Loligo","Loliginidae","Myopsida","Cephalopoda",NA,NA,"Mollusca","Animalia","Loligo opalescens","california market squid"
"275","LOLIGO PEALEII","pealeii","Loligo","Loliginidae","Myopsida","Cephalopoda",NA,NA,"Mollusca","Animalia","Loligo pealeii","longfin inshore squid"
"276","LOLIGO PLEII","pleii","Loligo","Loliginidae","Myopsida","Cephalopoda",NA,NA,"Mollusca","Animalia","Loligo pleii","slender inshore squid"
"277","LOLLIGUNCULA BREVIS","brevis","Lolliguncula","Loliginidae","Myopsida","Cephalopoda",NA,NA,"Mollusca","Animalia","Lolliguncula brevis","Atlantic brief squid"
"278","Lophius americanus","americanus","Lophius","Lophiidae","Lophiiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Lophius americanus","goosefish"
"279","LOPHIUS AMERICANUS","americanus","Lophius","Lophiidae","Lophiiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Lophius americanus","goosefish"
"280","Lopholithodes foraminatus","foraminatus","Lopholithodes","Lithodidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia","Lopholithodes foraminatus","brown box crab"
"281","Lopholithodesforaminatus","foraminatus","Lopholithodes","Lithodidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia","Lopholithodes foraminatus","brown box crab"
"282","Lumpenellalongirostris","longirostris","Lumpenella","Stichaeidae","Perciformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Lumpenella longirostris","longsnout prickleback"
"283","LUMPENUS LUMPRETAEFORMIS","lampretaeformis","Lumpenus","Stichaeidae","Perciformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Lumpenus lampretaeformis","snakeblenny"
"284","LUMPENUS MACULATUS","maculatus","Leptoclinus","Stichaeidae","Perciformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Leptoclinus maculatus","daubed shanny"
"285","Lumpenus maculatus","maculatus","Leptoclinus","Stichaeidae","Perciformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Leptoclinus maculatus","daubed shanny"
"286","Lumpenusmaculatus","maculatus","Leptoclinus","Stichaeidae","Perciformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Leptoclinus maculatus","daubed shanny"
"287","Lumpenussagitta","sagitta","Lumpenus","Stichaeidae","Perciformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Lumpenus sagitta","snake prickleback"
"288","LUTJANUS CAMPECHANUS","campechanus","Lutjanus","Lutjanidae","Perciformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Lutjanus campechanus","red snapper"
"289","LUTJANUS SYNAGRIS","synagris","Lutjanus","Lutjanidae","Perciformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Lutjanus synagris","lane snapper"
"290","LYCENCHELYS  SP.",NA,"Lycenchelys","Zoarcidae","Perciformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Lycenchelys spp.","eelpouts"
"291","Lycodes cortezianus","cortezianus","Lycodes","Zoarcidae","Perciformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Lycodes cortezianus","bigfin eelpout"
"292","Lycodes diapterus","diapterus","Lycodes","Zoarcidae","Perciformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Lycodes diapterus","black eelpout"
"293","LYCODES ESMARKI","esmarkii","Lycodes","Zoarcidae","Perciformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Lycodes esmarkii","Esmark's eelpout"
"294","LYCODES RETICULATUS","reticulatus","Lycodes","Zoarcidae","Perciformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Lycodes reticulatus","Arctic eelpout"
"295","LYCODES VAHLII","vahlii","Lycodes","Zoarcidae","Perciformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Lycodes vahlii","Vahl's eelpout"
"296","Lycodes brevipes","brevipes","Lycodes","Zoarcidae","Perciformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Lycodes brevipes","shortfin eelpout"
"297","Lycodesbrevipes","brevipes","Lycodes","Zoarcidae","Perciformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Lycodes brevipes","shortfin eelpout"
"298","Lycodesconcolor","concolor","Lycodes","Zoarcidae","Perciformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Lycodes concolor","ebony eelpout"
"299","Lycodesdiapterus","diapterus","Lycodes","Zoarcidae","Perciformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Lycodes diapterus","black eelpout"
"300","Lycodes palearis","palearis","Lycodes","Zoarcidae","Perciformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Lycodes palearis","wattled eelpout"
"301","Lycodespalearis","palearis","Lycodes","Zoarcidae","Perciformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Lycodes palearis","wattled eelpout"
"302","Lycodes raridens","raridens","Lycodes","Zoarcidae","Perciformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Lycodes raridens","sparse-toothed lycod"
"303","Lycodesraridens","raridens","Lycodes","Zoarcidae","Perciformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Lycodes raridens","sparse-toothed lycod"
"304","Lyopsetta exilis","exilis","Lyopsetta","Pleuronectidae","Pleuronectiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Lyopsetta exilis","slender sole"
"305","Lyopsettaexilis","exilis","Lyopsetta","Pleuronectidae","Pleuronectiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Lyopsetta exilis","slender sole"
"306","MACROURUS BERGLAX","berglax","Macrourus","Macrouridae","Gadiformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Macrourus berglax","roughhead grenadier"
"307","MACROZOARCES AMERICANUS","americanus","Zoarces","Zoarcidae","Perciformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Zoarces americanus","ocean pout"
"308","Malacocottuszonurus","zonurus","Malacocottus","Psychrolutidae","Scorpaeniformes","Actinopterygii","Pisces","Vertebrata","Chordata","Animalia","Malacocottus zonurus","darkfin sculpin"
"309","Malacoraja senta","senta","Malacoraja","Rajidae","Rajiformes","Elasmobranchii","Pisces","Vertebrata","Chordata","Animalia","Malacoraja senta","smooth skate"
"310","MALACORAJA SENTA","senta","Malacoraja","Rajidae","Rajiformes","Elasmobranchii","Pisces","Vertebrata","Chordata","Animalia","Malacoraja senta","smooth skate"
