,taxon,species,genus,family,order,class,superclass,subphylum,phylum,kingdom,name,common
,Colus herendeenii,,,,,,,,,,,
,Colus sp.,NA,Colus,Buccinidae,Neogastropoda,Gastropoda,NA,NA,Mollusca,Animalia,Colus spp.,true whelks
,Colus spitzbergensis,,,,,,,,,,,
,Colussp.,NA,Colus,Buccinidae,Neogastropoda,Gastropoda,NA,NA,Mollusca,Animalia,Colus spp.,true whelks
,COODO OBILIS,,,,,,,,,,,
,Corallimorphus spp.,,,,,,,,,,,
,CORYPHAENOIDES RUPESTRIS,rupestris,Coryphaenoides,Macrouridae,Gadiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Coryphaenoides rupestris,rock grenadier
,Cottidae,,,,,,,,,,,
,COTTUNCULUS MICROPS,microps,Cottunculus,Psychrolutidae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Cottunculus microps,polar sculpin
,Crangon communis,,,,,,,,,,,
,Crangon dalli,,,,,,,,,,,
,Crangon sp.,NA,Crangon,Crangonidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Crangon spp.,shrimps
,Crangon spp.,NA,Crangon,Crangonidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Crangon spp.,shrimps
,Crangonsp.,NA,Crangon,Crangonidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Crangon spp.,shrimps
,Crepidula grandis,,,,,,,,,,,
,Crossaster borealis,,,,,,,,,,,
,Crossaster papposus,,,,,,,,,,,
,Crossaster sp.,,,,,,,,,,,
,CRUSTACEA SHRIMP,,,,,,,,,,,
,Cryptacanthodes giganteus,,,,,,,,,,,
,CRYPTACANTHODES MACULATUS,maculatus,Cryptacanthodes,Cryptacanthodidae,Perciformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Cryptacanthodes maculatus,wrymouth
,Cryptacanthodesgiganteus,giganteus,Cryptacanthodes,Cryptacanthodidae,Perciformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Cryptacanthodes giganteus,giant wrymouth
,Crystallichthys cyclospilus,,,,,,,,,,,
,Ctenodiscus crispatus,crispatus,Ctenodiscus,Ctenodiscidae,Paxillosida,Asteroidea,NA,Asterozoa,Echinodermata,Animalia,Ctenodiscus crispatus,mud star
,Ctenodiscuscrispatus,crispatus,Ctenodiscus,Ctenodiscidae,Paxillosida,Asteroidea,NA,Asterozoa,Echinodermata,Animalia,Ctenodiscus crispatus,mud star
,Cucumaria fallax,,,,,,,,,,,
,Cucumaria sp.,,,,,,,,,,,
,Cyanea capillata,,,,,,,,,,,
,CYCLOPSETTA CHITTEDEI,,,,,,,,,,,
,CYCLOPSETTA CHITTENDENI,chittendeni,Cyclopsetta,Paralichthyidae,Pleuronectiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Cyclopsetta chittendeni,Mexican flounder
,CYCLOPTERUS LUMPUS,lumpus,Cyclopterus,Cyclopteridae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Cyclopterus lumpus,lumpfish
,Cymatogaster aggregata,,,,,,,,,,,
,CYNOSCION,NA,Cynoscion,Sciaenidae,Perciformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Cynoscion spp.,weakfishes
,CYOSCIO,,,,,,,,,,,
,CYOSCIO AREARIUS,,,,,,,,,,,
,CYOSCIO OTHUS,,,,,,,,,,,
,Dasycottus setiger,setiger,Dasycottus,Psychrolutidae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Dasycottus setiger,spinyhead sculpin
,Dasycottussetiger,setiger,Dasycottus,Psychrolutidae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Dasycottus setiger,spinyhead sculpin
,Decapodiformes,NA,NA,NA,NA,Cephalopoda,NA,NA,Mollusca,Animalia,Decapodiformes spp.,squids
,DECAPTERUS PUCTATUS,,,,,,,,,,,
,Dermasterias imbricata,,,,,,,,,,,
,DIPLECTRUM BIVITTATUM,bivittatum,Diplectrum,Serranidae,Perciformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Diplectrum bivittatum,dwarf sand perch
,DIPLECTRUM FORMOSUM,formosum,Diplectrum,Serranidae,Perciformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Diplectrum formosum,sand perch
,Diplopteraster multipes,,,,,,,,,,,
,Dipsacaster borealis,,,,,,,,,,,
,DIPTURUS LAEVIS,,,,,,,,,,,
,Dorididae,,,,,,,,,,,
,Doryteuthis (Amerigo) pealeii,pealeii,Doryteuthis,Loliginidae,Myopsida,Cephalopoda,NA,NA,Mollusca,Animalia,Doryteuthis pealeii,longfin inshore squid
,Echinacea,,,,,,,,,,,
,Echinarachnius parma,,,,,,,,,,,
,ECHINOIDEA,NA,NA,NA,NA,Echinoidea ,NA,Echinozoa,Echinodermata,Animalia,Echinoidea spp.,heart urchins
,EGYOPHRYS SETA,,,,,,,,,,,
,Eleginus gracilis,,,,,,,,,,,
,ENCHELYOPUS CIMBRIUS,cimbrius,Enchelyopus,Lotidae,Gadiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Enchelyopus cimbrius,fourbeard rockling
,Engraulis mordax,mordax,Engraulis,Engraulidae,Clupeiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Engraulis mordax,northern anchovy
,ENGYOPHRYS SENTA,senta,Engyophrys,Bothidae,Pleuronectiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Engyophrys senta,spiny flounder
,Enteroctopus dofleini,,,,,,,,,,,
,Eopsetta jordani,jordani,Eopsetta,Pleuronectidae,Pleuronectiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Eopsetta jordani,petrale sole
,Eopsettajordani,jordani,Eopsetta,Pleuronectidae,Pleuronectiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Eopsetta jordani,petrale sole
,Eptatretus deani,,,,,,,,,,,
,Eptatretus stouti,,,,,,,,,,,
,EQUETUS UMBROSUS,umbrosus,Pareques,Sciaenidae,Perciformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Pareques umbrosus,cubbyu
,Erimacrus isenbeckii,isenbeckii,Erimacrus,Cheiragonidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Erimacrus isenbeckii,hair crab
,Erimacrusisenbeckii,isenbeckii,Erimacrus,Cheiragonidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Erimacrus isenbeckii,hair crab
,ETROPUS CROSSOTUS,crossotus,Etropus,Paralichthyidae,Pleuronectiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Etropus crossotus,fringed flounder
,ETRUMEUS TERES,teres,Etrumeus,Clupeidae,Clupeiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Etrumeus teres,round herring
,EUALUS GAIMARDII,gaimardii,Eualus,Hippolytidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Eualus gaimardii,circumpolar eualid
,EUALUS MACILENTUS,macilentus,Eualus,Hippolytidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Eualus macilentus,Greenland shrimp
,EUCINOSTOMUS GULA,gula,Eucinostomus,Gerreidae,Perciformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Eucinostomus gula,silver jenny
,EUCIOSTOMUS GULA,,,,,,,,,,,
,EUMESOGRAMMUS PRAECISUS,praecisus,Eumesogrammus,Stichaeidae,Perciformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Eumesogrammus praecisus,fourline snakeblenny
,Eumicrotremus orbis,orbis,Eumicrotremus,Cyclopteridae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Eumicrotremus orbis,Pacific spiny lumpsucker
,EUMICROTREMUS SPINOSUS,spinosus,Eumicrotremus,Cyclopteridae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Eumicrotremus spinosus,Atlantic spiny lumpsucker
,Eumicrotremusorbis,orbis,Eumicrotremus,Cyclopteridae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Eumicrotremus orbis,Pacific spiny lumpsucker
,Eunoe depressa,,,,,,,,,,,
,Eunoe nodosa,,,,,,,,,,,
,Euspira pallida,,,,,,,,,,,
,Evasterias echinosoma,,,,,,,,,,,
,Evasterias troschelii,,,,,,,,,,,
,Florometra spp.,,,,,,,,,,,
,Flustra serrulata,,,,,,,,,,,
,Fusitriton oregonensis,oregonensis,Fusitriton,Ranellidae,Littorinimorpha,Gastropoda,NA,NA,Mollusca,Animalia,Fusitriton oregonensis,Oregon triton
,Fusitritonoregonensis,oregonensis,Fusitriton,Ranellidae,Littorinimorpha,Gastropoda,NA,NA,Mollusca,Animalia,Fusitriton oregonensis,Oregon triton
,Gadus macrocephalus,macrocephalus,Gadus,Gadidae,Gadiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Gadus macrocephalus,Pacific cod
,GADUS MORHUA,morhua,Gadus,Gadidae,Gadiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Gadus morhua,Atlantic cod
,Gadus morhua,morhua,Gadus,Gadidae,Gadiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Gadus morhua,Atlantic cod
,Gadusmacrocephalus,macrocephalus,Gadus,Gadidae,Gadiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Gadus macrocephalus,Pacific cod
,GAIDROPSARUS  SP,NA,Gaidropsarus,Lotidae,Gadiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Gaidropsarus spp.,three-bearded rocklings
,GAIDROPSARUS  SP.,NA,Gaidropsarus,Lotidae,Gadiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Gaidropsarus spp.,three-bearded rocklings
,Galeorhinus galeus,,,,,,,,,,,
,gastropod eggs,NA,NA,NA,NA,Gastropoda,NA,NA,Mollusca,Animalia,Gastropod eggs,Gastropod eggs
,Gastropoda,NA,NA,NA,NA,Gastropoda,NA,NA,Mollusca,Animalia,Gastropoda spp.,gastropods
,gastropodeggs,NA,NA,NA,NA,Gastropoda,NA,NA,Mollusca,Animalia,Gastropod eggs,Gastropod eggs
,Genyonemus lineatus,lineatus,Genyonemus,Sciaenidae,Perciformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Genyonemus lineatus,white croaker
,Gephyreaster swifti,,,,,,,,,,,
,Gersemia sp.,NA,Gersemia,Nephtheidae,Alcyonacea,Anthozoa,NA,NA,Cnidaria,Animalia,Gersemia spp.,sea strawberry
,Gersemiasp.,NA,Gersemia,Nephtheidae,Alcyonacea,Anthozoa,NA,NA,Cnidaria,Animalia,Gersemia spp.,sea strawberry
,Glyptocephalus cynoglossus,cynoglossus,Glyptocephalus,Pleuronectidae,Pleuronectiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Glyptocephalus cynoglossus,witch flounder
,GLYPTOCEPHALUS CYNOGLOSSUS,cynoglossus,Glyptocephalus,Pleuronectidae,Pleuronectiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Glyptocephalus cynoglossus,witch flounder
,Glyptocephalus zachirus,zachirus,Glyptocephalus,Pleuronectidae,Pleuronectiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Glyptocephalus zachirus,rex sole
,Glyptocephaluszachirus,zachirus,Glyptocephalus,Pleuronectidae,Pleuronectiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Glyptocephalus zachirus,rex sole
,Gonatopsis borealis,,,,,,,,,,,
,GONATUS  SP.,NA,Gonatus,Gonatidae,Oegopsida,Cephalopoda,NA,NA,Mollusca,Animalia,Gonatus spp.,armhook squids
,Gonatus onyx,,,,,,,,,,,
,Gorgonacea,,,,,,,,,,,
,GORGONOCEPHALIDAE,NA,NA,Gorgonocephalidae,Euryalida,Ophiuroidea,NA,Asterozoa,Echinodermata,Animalia,Gorgonocephalidae spp.,basket stars
,Gorgonocephalus eucnemis,eucnemis,Gorgonocephalus,Gorgonocephalidae,Euryalida,Ophiuroidea,NA,Asterozoa,Echinodermata,Animalia,Gorgonocephalus eucnemis,basket star
,Gorgonocephaluseucnemis,eucnemis,Gorgonocephalus,Gorgonocephalidae,Euryalida,Ophiuroidea,NA,Asterozoa,Echinodermata,Animalia,Gorgonocephalus eucnemis,basket star
,GYMACHIRUS TEXAE,,,,,,,,,,,
,GYMNACHIRUS TEXAE,texae,Gymnachirus,Achiridae,Pleuronectiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Gymnachirus texae,fringed sole
,GYMNELIS VIRIDIS,viridis,Gymnelus,Zoarcidae,Perciformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Gymnelus viridis,fish doctor
,Gymnocanthus galeatus,galeatus,Gymnocanthus,Cottidae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Gymnocanthus galeatus,armorhead sculpin
,Gymnocanthus pistilliger,,,,,,,,,,,
,Gymnocanthusgaleatus,galeatus,Gymnocanthus,Cottidae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Gymnocanthus galeatus,armorhead sculpin
,GYMOTHORAX IGROMARGIATUS,,,,,,,,,,,
,HAEMULO AUROLIEATUM,,,,,,,,,,,
,HAEMULON AUROLINEATUM,aurolineatum,Haemulon,Haemulidae,Perciformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Haemulon aurolineatum,tomtate
,Halichondria panicea,,,,,,,,,,,
,HALIEUTICHTHYS ACULEATUS,aculeatus,Halieutichthys,Ogcocephalidae,Lophiiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Halieutichthys aculeatus,pancake batfish
,Halocynthia aurantium,,,,,,,,,,,
,Halocynthia igaboja,,,,,,,,,,,
,Halocynthia sp.,,,,,,,,,,,
,HAREGULA JAGUAA,,,,,,,,,,,
,HARENGULA JAGUANA,jaguana,Harengula,Clupeidae,Clupeiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Harengula jaguana,scaled sardine
,Helicolenus dactylopterus,dactylopterus,Helicolenus,Sebastidae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Helicolenus dactylopterus,blackbelly rosefish
,HELICOLENUS DACTYLOPTERUS,dactylopterus,Helicolenus,Sebastidae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Helicolenus dactylopterus,blackbelly rosefish
,HEMICARAX AMBLYRHYCHUS,,,,,,,,,,,
,Hemilepidotus hemilepidotus,,,,,,,,,,,
,Hemilepidotus jordani,jordani,Hemilepidotus,Cottidae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Hemilepidotus jordani,yellow Irish lord
,Hemilepidotus papilio,papilio,Hemilepidotus,Cottidae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Hemilepidotus papilio,butterfly sculpin
,Hemilepidotus spinosus,,,,,,,,,,,
,Hemilepidotus zapus,zapus,Hemilepidotus,Cottidae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Hemilepidotus zapus,longfin Irish lord
,Hemilepidotushemilepidotus,hemilepidotus,Hemilepidotus,Cottidae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Hemilepidotus hemilepidotus,red Irish lord
,Hemilepidotusjordani,jordani,Hemilepidotus,Cottidae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Hemilepidotus jordani,yellow Irish lord
,Hemilepidotuspapilio,papilio,Hemilepidotus,Cottidae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Hemilepidotus papilio,butterfly sculpin
,Hemilepidotuszapus,zapus,Hemilepidotus,Cottidae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Hemilepidotus zapus,longfin Irish lord
,Hemitripterus americanus,americanus,Hemitripterus,Hemitripteridae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Hemitripterus americanus,sea raven
,HEMITRIPTERUS AMERICANUS,americanus,Hemitripterus,Hemitripteridae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Hemitripterus americanus,sea raven
,Hemitripterus bolini,bolini,Hemitripterus,Hemitripteridae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Hemitripterus bolini,bigmouth sculpin
,Hemitripterusbolini,bolini,Hemitripterus,Hemitripteridae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Hemitripterus bolini,bigmouth sculpin
,Henricia leviuscula,,,,,,,,,,,
,Henricia sp.,,,,,,,,,,,
,Henricia spp.,,,,,,,,,,,
,HEPATUS EPHELITICUS,epheliticus,Hepatus,Aethridae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Hepatus epheliticus,calico box crab
,Heterozonias alternatus,,,,,,,,,,,
,Hexactinellida,,,,,,,,,,,
,Hexactinosida,,,,,,,,,,,
,Hexagrammos decagrammus,decagrammus,Hexagrammos,Hexagrammidae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Hexagrammos decagrammus,kelp greenling
,Hexagrammos stelleri,stelleri,Hexagrammos,Hexagrammidae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Hexagrammos stelleri,whitespotted greenling
,Hexagrammosdecagrammus,decagrammus,Hexagrammos,Hexagrammidae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Hexagrammos decagrammus,kelp greenling
,Hexagrammosstelleri,stelleri,Hexagrammos,Hexagrammidae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Hexagrammos stelleri,whitespotted greenling
,Hexanchus griseus,,,,,,,,,,,
,Hiatella arctica,,,,,,,,,,,
,HILDEBRADIA FLAVA,,,,,,,,,,,
,HILDEBRANDIA FLAVA,flavus,Rhynchoconger,Congridae,Anguilliformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Rhynchoconger flavus,yellow conger
,Hippasteria californica,,,,,,,,,,,
,Hippasteria spinosa,,,,,,,,,,,
,HIPPOCAMPUS ERECTUS,,,,,,,,,,,
,Hippoglossina oblonga,oblonga,Hippoglossina,Paralichthyidae,Pleuronectiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Hippoglossina oblonga,fourspot flounder
,Hippoglossoides elassodon,elassodon,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Hippoglossoides elassodon,flathead sole
,HIPPOGLOSSOIDES PLATESSOIDES,platessoides,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Hippoglossoides platessoides,American plaice
,Hippoglossoides platessoides,platessoides,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Hippoglossoides platessoides,American plaice
,Hippoglossoides sp.,NA,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Hippoglossoides spp.,flounders
,Hippoglossoideselassodon,elassodon,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Hippoglossoides elassodon,flathead sole
,Hippoglossoidessp,NA,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Hippoglossoides spp.,flounders
,Hippoglossoidessp.,NA,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Hippoglossoides spp.,flounders
,Hippoglossus hippoglossus,hippoglossus,Hippoglossus,Pleuronectidae,Pleuronectiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Hippoglossus hippoglossus,Atlantic halibut
,HIPPOGLOSSUS HIPPOGLOSSUS,hippoglossus,Hippoglossus,Pleuronectidae,Pleuronectiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Hippoglossus hippoglossus,Atlantic halibut
,Hippoglossus stenolepis,stenolepis,Hippoglossus,Pleuronectidae,Pleuronectiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Hippoglossus stenolepis,Pacific halibut
,Hippoglossusstenolepis,stenolepis,Hippoglossus,Pleuronectidae,Pleuronectiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Hippoglossus stenolepis,Pacific halibut
,Holothuroidea,NA,NA,NA,NA,NA,NA,Echinozoa,Echinodermata,Animalia,Holothuroidea spp.,sea cucumbers
,HOLOTHUROIDEA,NA,NA,NA,NA,NA,NA,Echinozoa,Echinodermata,Animalia,Holothuroidea spp.,sea cucumbers
,Homarus americanus,americanus,Homarus,Nephropidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Homarus americanus,American lobster
,HOMARUS AMERICANUS,americanus,Homarus,Nephropidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Homarus americanus,American lobster
,HOPLUIS MACRURUS,,,,,,,,,,,
,HOPLUNNIS MACRURUS,macrura,Hoplunnis,Nettastomatidae,Anguilliformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Hoplunnis macrura,freckled pike-conger
,Hormathiidae,,,,,,,,,,,
,HYAS  SP,NA,Hyas,Oregoniidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Hyas spp.,lyre crabs
,HYAS  SP.,NA,Hyas,Oregoniidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Hyas spp.,lyre crabs
,Hyas coarctatus,coarctatus,Hyas,Oregoniidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Hyas coarctatus,Arctic lyre crab
,Hyas lyratus,lyratus,Hyas,Oregoniidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Hyas lyratus,Pacific lyre crab
,Hyascoarctatus,coarctatus,Hyas,Oregoniidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Hyas coarctatus,Arctic lyre crab
,Hyaslyratus,lyratus,Hyas,Oregoniidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Hyas lyratus,Pacific lyre crab
,Hydrolagus colliei,colliei,Hydrolagus,Chimaeridae,Chimaeriformes,Holocephali,Pisces,Vertebrata,Chordata,Animalia,Hydrolagus colliei,spotted ratfish
,Hydrolaguscolliei,colliei,Hydrolagus,Chimaeridae,Chimaeriformes,Holocephali,Pisces,Vertebrata,Chordata,Animalia,Hydrolagus colliei,spotted ratfish
,Hypsagonus quadricornis,,,,,,,,,,,
,Icelinus filamentosus,filamentosus,Icelinus,Cottidae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Icelinus filamentosus,threadfin sculpin
,Icelinus fimbriatus,,,,,,,,,,,
,ICELUS SPATULA,spatula,Icelus,Cottidae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Icelus spatula,spatulate sculpin
,Icelus spiniger,spiniger,Icelus,Cottidae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Icelus spiniger,thorny sculpin
,Icelusspiniger,spiniger,Icelus,Cottidae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Icelus spiniger,thorny sculpin
,ILLEX ILLECEBROSUS,illecebrosus,Illex,Ommastrephidae,Oegopsida,Cephalopoda,NA,NA,Mollusca,Animalia,Illex illecebrosus,northern shortfin squid
,Illex illecebrosus,illecebrosus,Illex,Ommastrephidae,Oegopsida,Cephalopoda,NA,NA,Mollusca,Animalia,Illex illecebrosus,northern shortfin squid
,Invertebrata,,,,,,,,,,,
,Isopoda,,,,,,,,,,,
,Isopsetta isolepis,isolepis,Isopsetta,Pleuronectidae,Pleuronectiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Isopsetta isolepis,butter sole
,Isopsettaisolepis,isolepis,Isopsetta,Pleuronectidae,Pleuronectiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Isopsetta isolepis,butter sole
,KATHETOSTOMA ALBIGUTTA,albigutta,Kathetostoma,Uranoscopidae,Perciformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Kathetostoma albigutta,lancer stargazer
,Labidochirus splendescens,,,,,,,,,,,
,LAGOCEPHALUS LAEVIGATUS,laevigatus,Lagocephalus,Tetraodontidae,Tetraodontiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Lagocephalus laevigatus,smooth puffer
,LAGODO RHOMBOIDES,,,,,,,,,,,
,LAGODON RHOMBOIDES,rhomboides,Lagodon,Sparidae,Perciformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Lagodon rhomboides,pinfish
,Lamna ditropis,,,,,,,,,,,
,Laqueus californianus,,,,,,,,,,,
,LARIMUS FASCIATUS,fasciatus,Larimus,Sciaenidae,Perciformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Larimus fasciatus,banded drum
,LEBBEUS GROENLANDICUS,groenlandicus,Lebbeus,Hippolytidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Lebbeus groenlandicus,spiny lebbeid
,Lebbeus groenlandicus,groenlandicus,Lebbeus,Hippolytidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Lebbeus groenlandicus,spiny lebbeid
,LEBBEUS POLARIS,polaris,Lebbeus,Hippolytidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Lebbeus polaris,polar lebbeid
,LEIOLAMBRUS ITIDUS,,,,,,,,,,,
,LEIOSTOMUS XANTHURUS,xanthurus,Leiostomus,Sciaenidae,Perciformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Leiostomus xanthurus,spot
,LEIOSTOMUS XATHURUS,xanthurus,Leiostomus,Sciaenidae,Perciformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Leiostomus xanthurus,spot
,Lepidopsetta sp,NA,Lepidopsetta,Pleuronectidae,Pleuronectiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Lepidopsetta spp.,rock soles
,Lepidopsetta sp.,NA,Lepidopsetta,Pleuronectidae,Pleuronectiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Lepidopsetta spp.,rock soles
,Lepidopsettasp,NA,Lepidopsetta,Pleuronectidae,Pleuronectiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Lepidopsetta spp.,rock soles
,Lepidopsettasp.,NA,Lepidopsetta,Pleuronectidae,Pleuronectiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Lepidopsetta spp.,rock soles
,LEPOPHIDIUM BREVIBARBE,brevibarbe,Lepophidium,Ophidiidae,Ophidiiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Lepophidium brevibarbe,blackedge cusk-eel
,LEPOPHIDIUM JEAAE,,,,,,,,,,,
,LEPOPHIDIUM JEANNAE,jeannae,Lepophidium,Ophidiidae,Ophidiiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Lepophidium jeannae,mottled cusk-eel
