MISSION,SETNO,SPEC,TOTWGT,TOTNO
NED1995217,58,30,12,2
NED2000966,58,30,1.87,1
NED2001004,58,30,6.87,1
NED2006002,58,30,0.66,3
NED2010002,58,30,72.43,4
TEL2008805,58,30,5.05,4
NED1990134,59,30,4,2
NED2010002,59,30,0.72,1
TEL2008805,59,30,0.35,1
NED1989117,60,30,2,1
NED1990134,60,30,47,2
NED1993182,60,30,6,3
NED1995217,60,30,2,1
NED2010002,60,30,17.14,4
NED1988098,61,30,0,1
NED1989117,61,30,2,1
NED1990134,61,30,1,1
NED1993182,61,30,6,3
NED1997255,61,30,6.3,7
NED2001004,61,30,5.11,1
NED2003003,61,30,42.8,1
NED2006002,61,30,1.88,2
TEL2008805,61,30,4,1
NED1988098,62,30,2,1
NED1999872,62,30,23.33,3
NED2005002,62,30,1.38,2
NED1988098,63,30,10,1
NED1992166,63,30,13,6
NED1993182,63,30,3,3
NED1997255,63,30,3.21,2
NED1999872,63,30,18.4,2
NED1989117,64,30,4,1
NED1992166,64,30,8,3
NED1993182,64,30,1,1
NED1997255,64,30,11.81,5
NED2000966,64,30,5.13,3
NED1992166,65,30,4,1
NED1995217,65,30,15,4
NED1991149,66,30,1,1
NED1995217,66,30,48,12
NED2000966,66,30,2.16,1
NED2005002,66,30,13.12,2
NED1990134,67,30,2,1
NED2001004,67,30,8.72,3
NED2005002,67,30,0.955,2
NED2010002,67,30,2.93,2
NED1990134,68,30,3,1
NED1995217,68,30,1,3
NED2006002,68,30,1.36,2
NED2010002,68,30,6.68,3
NED1994201,69,30,3,1
NED1995217,69,30,0,1
NED1999872,69,30,3.99,1
NED1986060,70,30,3,1
NED1990134,70,30,1,1
NED1992166,70,30,2,1
NED2002003,70,30,0.78,1
NED2005002,70,30,0.23,1
NED2006002,70,30,6.38,2
TEM2007686,70,30,0.744,2
NED1986060,71,30,5,1
NED1987078,71,30,28,4
NED1990134,71,30,13,2
NED1994201,71,30,1,1
NED1999872,71,30,0.25,1
NED2002003,71,30,0.095,1
NED2005002,71,30,4.64,1
NED2006002,71,30,32.61,20
TEM2007686,71,30,3.25,2
NED1995217,72,30,8,2
NED1999872,72,30,1.73,1
NED2000966,72,30,4.23,1
NED2002003,72,30,0.68,2
NED2003003,72,30,3.37,1
NED2010002,72,30,4.2,1
NED1989117,73,30,0,1
NED1995217,73,30,4,1
NED1999872,73,30,9.8,4
NED1986060,74,30,1,1
NED1990134,74,30,8,3
NED1991149,74,30,60,2
NED1999872,74,30,13,6
NED2001004,74,30,11.93,3
NED2002003,74,30,3.19,1
TEM2007686,74,30,0.45,1
NED1999872,75,30,1.82,2
NED2002003,75,30,35.39,3
NED1989117,76,30,35,5
NED1999872,76,30,62.78,15
NED2002003,76,30,0.53,1
NED1989117,77,30,9,3
NED2002003,77,30,4.99,1
NED1989117,78,30,0,2
NED1991149,78,30,1,1
NED1992166,78,30,1,1
NED2002003,78,30,0.27,1
TEM2007686,78,30,2.65,3
NED1989117,79,30,6,2
NED1993182,79,30,2,1
NED2010002,79,30,0.224,1
NED1993182,80,30,10,1
NED1997255,80,30,16.17,6
NED2010002,80,30,2.67,4
NED1989117,81,30,11,1
NED1991149,81,30,13,5
NED1997255,81,30,2.83,2
NED2002003,81,30,31.34,6
NED1994201,82,30,0,1
NED1997255,82,30,1.3,1
NED1999872,82,30,17.95,2
NED2001004,82,30,16.08,3
NED2002003,82,30,13.43,7
NED1997255,83,30,10.9,3
NED1989117,84,30,5,1
NED2002003,84,30,12.71,2
TEM2007686,84,30,11.7,1
NED1997255,85,30,50.97,11
NED1991149,86,30,12,11
NED1994201,86,30,2,1
NED1997255,86,30,0.28,1
NED1991149,87,30,1,1
TEM2007686,87,30,2.4,1
NED1991149,89,30,6,4
TEM2007686,89,30,3.3,1
NED1991149,90,30,1,1
NED1994201,90,30,3,1
NED1997255,90,30,20.6,8
NED2001004,90,30,2.12,1
NED1987078,91,30,2,2
NED1991149,91,30,4,1
NED1999872,91,30,5.26,1
NED2001004,91,30,0.47,1
NED2010002,91,30,32.35,2
NED1991149,92,30,2,1
NED2003003,92,30,1.74,1
NED1991149,93,30,1,1
NED1994201,93,30,2,1
NED2001004,93,30,8.21,2
NED1987078,94,30,2,1
NED1997255,94,30,10.1,2
NED1991149,95,30,12,5
NED2003003,95,30,3.95,1
NED1999872,96,30,0.6,1
NED1991149,98,30,2,2
NED2006002,98,30,7.74,5
NED1994201,99,30,2,1
NED1994201,101,30,2,1
NED2000966,102,30,8.6,5
NED1994201,103,30,1,1
NED1995217,104,30,18,11
NED2003003,104,30,3.18,1
NED2000966,106,30,1.85,1
NED2000966,107,30,1.37,1
NED1995217,108,30,0,8
NED2003003,108,30,2.59,1
NED1995217,109,30,9,5
NED2000966,109,30,18.62,4
NED2000966,110,30,1.64,1
NED2003003,110,30,7.5,1
NED2000966,111,30,16.12,4
NED2000966,113,30,0.86,1
NED2000966,114,30,1.05,1
NED2002003,114,30,2.2,2
NED2000966,117,30,23.75,2
NED2002003,117,30,6.23,1
NED2000966,118,30,12.83,2
NED2000966,119,30,12.09,2
NED2000966,120,30,35.98,4
NED2002003,120,30,18.83,2
NED1997255,121,30,1.63,1
NED2002003,122,30,7.08,2
NED1995217,125,30,4,1
NED2002003,125,30,18.2,2
NED1995217,126,30,29,1
NED1997255,126,30,4.95,3
NED1997255,127,30,15.29,2
NED1997255,128,30,0.81,1
NED1990134,2,31,0,2
NED1994201,2,31,2,3
NED1995217,2,31,0,1
TEL2006615,2,31,0.025,1
NED1990134,3,31,2,2
NED1999872,3,31,7.54,69
NED2005002,3,31,6.62,30
NED2010002,3,31,11.86,22
TEL2006615,3,31,0.038,2
NED1991149,4,31,5,5
NED1995217,4,31,0,1
NED2001004,4,31,0.82,2
NED2005002,4,31,1.81,3
TEL2006615,4,31,16.55,43
NED1993182,5,31,4,9
NED1994201,5,31,0,2
NED1999872,5,31,0.09,2
NED2005002,5,31,3.16,24
TEL2006615,5,31,8.4,18
TEM2007686,5,31,1.1,2
NED1993182,6,31,2,4
NED1999872,6,31,0.11,1
NED2001004,6,31,15.54,28
NED2005002,6,31,1.61,4
NED2010002,6,31,0.077,1
TEL2006615,6,31,0.72,4
NED1993182,7,31,0,1
NED1999872,7,31,2.42,6
NED2001004,7,31,9.56,12
NED2005002,7,31,0.555,1
NED1990134,8,31,1,2
NED1992166,8,31,1,2
NED1993182,8,31,3,6
NED1997255,8,31,0.9,7
NED2003003,8,31,4.2,10
TEM2007686,8,31,0.202,1
NED1993182,9,31,4,4
NED1994201,9,31,1,3
NED2001004,9,31,13,36
NED2003003,9,31,0.89,2
TEL2006615,9,31,0.06,3
TEM2007686,9,31,0.275,1
NED1993182,10,31,6,5
NED1997255,10,31,3.26,3
NED2000966,10,31,7.55,10
NED2002003,10,31,0.095,7
NED2003003,10,31,7.07,8
NED2005002,10,31,0.04,1
TEL2008805,10,31,0.166,3
TEM2007686,10,31,0.6,2
NED1990134,11,31,1,2
NED1993182,11,31,2,1
NED1997255,11,31,11.13,43
NED2000966,11,31,1.52,2
NED2002003,11,31,7.95,11
NED2003003,11,31,0.085,1
NED1989117,12,31,1,3
NED1995217,12,31,28,40
NED1997255,12,31,6.48,21
NED1999872,12,31,8.26,12
NED2001004,12,31,6.88,26
NED2002003,12,31,2.09,3
NED2010002,12,31,13.33,34
TEL2008805,12,31,1.6,4
NED1990134,13,31,2,4
NED1995217,13,31,9,13
NED1996238,13,31,5.07,17
NED1997255,13,31,1.39,6
NED2000966,13,31,0.09,1
NED2001004,13,31,131,149
NED2005002,13,31,1.61,2
TEL2008805,13,31,6.65,8
NED1995217,14,31,1,1
NED1999872,14,31,36.16,31
NED2001004,14,31,2.79,3
NED2002003,14,31,7.1,28
NED2003003,14,31,90.69,145
NED2010002,14,31,1.08,3
TEM2007686,14,31,0.006,1
NED1995217,15,31,1,2
NED2000966,15,31,1.43,14
NED2002003,15,31,2.57,7
NED2010002,15,31,0.615,1
NED1990134,16,31,0,1
NED1995217,16,31,3,4
NED1996238,16,31,1.41,2
NED1999872,16,31,3.8,15
NED2000966,16,31,1.42,15
NED2010002,16,31,14.83,54
TEL2006615,16,31,0.07,1
NED1996238,17,31,16.09,18
NED1997255,17,31,0.08,1
NED1999872,17,31,1.5,2
NED2000966,17,31,0.09,5
NED2010002,17,31,3.04,6
NED1995217,18,31,9,16
NED1996238,18,31,35.53,48
NED1997255,18,31,10.02,37
NED1999872,18,31,0.71,1
NED2000966,18,31,0.93,1
NED2002003,18,31,5.32,19
NED2010002,18,31,1.2,2
NED1996238,19,31,14.92,19
NED1997255,19,31,0.73,3
NED2001004,19,31,13.31,33
NED1992166,20,31,9,23
NED1995217,20,31,1,5
NED1996238,20,31,11.72,13
NED1997255,20,31,1.59,6
NED1999872,20,31,0.07,1
NED2001004,20,31,28.13,39
NED2010002,20,31,10.3,9
TEL2008805,20,31,48.15,51
NED1992166,21,31,2,3
NED1996238,21,31,1.05,2
NED1997255,21,31,5.31,6
NED2010002,21,31,8.56,9
TEL2008805,21,31,2.55,10
NED1992166,22,31,1,4
NED1996238,22,31,1.01,1
NED1997255,22,31,0.79,1
NED1999872,22,31,13.82,25
NED2000966,22,31,3.31,12
NED2010002,22,31,0.47,1
NED1992166,23,31,0,1
NED1996238,23,31,0.87,1
NED2000966,23,31,0.02,2
TEL2008805,23,31,25.05,77
NED1993182,24,31,2,2
NED1993182,25,31,5,5
NED1994201,25,31,0,1
NED2001004,25,31,0.5,1
NED1993182,26,31,4,2
NED1999872,26,31,2.02,4
NED2000966,26,31,26.55,56
NED2001004,26,31,0.62,4
NED2005002,26,31,8.41,29
NED1993182,27,31,3,4
NED2001004,27,31,0.19,1
NED2005002,27,31,0.99,3
NED1990134,28,31,1,5
NED1993182,28,31,1,1
NED1994201,28,31,2,2
NED1995217,28,31,8,20
NED1993182,29,31,2,2
NED1994201,29,31,5,7
NED2000966,29,31,0.66,1
NED1993182,30,31,0,2
NED1994201,30,31,4,4
NED1994201,31,31,4,5
NED1995217,31,31,0,1
NED1999872,31,31,2.04,6
NED2002003,31,31,78.45,105
NED1993182,32,31,4,3
NED1994201,32,31,1,2
NED1999872,32,31,42.7,64
NED2000966,32,31,28.38,43
TEL2008805,32,31,4.05,6
NED1993182,33,31,4,3
NED1995217,33,31,3,3
NED1997255,33,31,10,53
NED1999872,33,31,38.54,52
NED2000966,33,31,42.85,58
NED2001004,33,31,5.68,12
TEL2008805,33,31,12.7,18
TEM2007686,33,31,6.7,8
NED1993182,34,31,2,2
NED1995217,34,31,1,1
NED1997255,34,31,37.5,97
NED1999872,34,31,22.36,33
NED2000966,34,31,27.77,43
NED2001004,34,31,23.96,43
NED2002003,34,31,22.91,46
TEM2007686,34,31,7.2,9
NED1996238,35,31,0.76,4
NED1999872,35,31,16.65,25
NED2000966,35,31,23.3,37
NED2002003,35,31,17.78,34
TEL2008805,35,31,1.65,2
TEM2007686,35,31,3.75,3
NED1989117,36,31,0,1
NED1991149,36,31,2,1
NED1999872,36,31,24.25,31
NED2000966,36,31,63.28,87
TEM2007686,36,31,11.75,11
NED1991149,37,31,1,2
NED1996238,37,31,3.17,6
NED2000966,37,31,4.69,6
NED2002003,37,31,0.35,1
TEL2008805,37,31,0.5,2
TEM2007686,37,31,10.3,12
NED1996238,38,31,0.44,1
TEM2007686,38,31,13.75,16
NED1995217,39,31,6,9
TEM2007686,39,31,17.4,17
NED1995217,40,31,2,3
NED1997255,40,31,6.82,7
NED2009002,40,31,0.093,1
NED2010002,40,31,18.72,25
TEM2007686,40,31,18.3,28
NED1995217,41,31,1,3
NED1997255,41,31,52.9,66
NED1999872,41,31,7.8,11
NED2002003,41,31,10.01,16
NED2010002,41,31,60.26,81
TEM2007686,41,31,21.95,31
NED1995217,42,31,3,3
NED1997255,42,31,14.8,16
NED1999872,42,31,37.82,53
NED2000966,42,31,16.07,28
NED2002003,42,31,12.63,27
NED2010002,42,31,27.06,36
TEL2008805,42,31,0.15,1
TEM2007686,42,31,4.8,9
NED1994201,43,31,1,3
NED1995217,43,31,1,2
NED1999872,43,31,13.6,17
NED2000966,43,31,13.32,19
NED2001004,43,31,11.03,14
NED2002003,43,31,5.77,13
NED2010002,43,31,66.9,81
NED1992166,44,31,4,11
NED1994201,44,31,6,6
NED1995217,44,31,1,1
NED1999872,44,31,7.66,13
NED2000966,44,31,9.21,15
NED2002003,44,31,6.64,11
NED2010002,44,31,2.71,3
NED1995217,45,31,4,4
NED1999872,45,31,12.39,15
NED2000966,45,31,6.43,7
NED2002003,45,31,1.4,3
NED1992166,46,31,0,2
NED1994201,46,31,0,1
NED2000966,46,31,7.2,9
NED2001004,46,31,8.48,11
NED2010002,46,31,23.59,26
NED1995217,47,31,0,2
NED1997255,47,31,8.37,10
NED2001004,47,31,4.36,7
NED2009002,47,31,18.4,43
TEM2007686,47,31,129.9,210
NED1991149,48,31,4,22
NED1997255,48,31,15.24,15
NED2001004,48,31,3.41,7
NED2002003,48,31,1.19,1
NED2009002,48,31,13.97,67
NED2010002,48,31,17.6,20
NED1991149,49,31,1,3
NED1997255,49,31,15.21,19
NED2001004,49,31,5.91,9
NED2002003,49,31,4.87,7
NED2010002,49,31,5.54,8
NED1997255,50,31,12.8,14
NED2001004,50,31,5.81,8
NED2002003,50,31,1.13,2
NED2010002,50,31,3.83,3
NED1995217,51,31,4,5
NED1997255,51,31,3.92,4
NED2001004,51,31,1.81,3
NED2003003,51,31,6.75,12
NED1995217,52,31,4,3
NED1997255,52,31,3.15,3
NED2001004,52,31,8.88,6
NED2002003,52,31,1.52,2
NED2003003,52,31,1.35,9
NED2005002,52,31,2.92,20
TEM2007686,52,31,2.8,7
NED1993182,53,31,1,2
NED1995217,53,31,2,1
NED1997255,53,31,6.65,5
NED2003003,53,31,6.98,8
NED1999872,54,31,9.98,27
NED2000966,54,31,0.03,1
NED2005002,54,31,39.46,54
TEM2007686,54,31,101.4,87
NED1997255,55,31,4.2,4
NED2000966,55,31,7.53,5
NED2005002,55,31,7.96,12
TEM2007686,55,31,2.55,4
NED1997255,56,31,1.6,2
NED1999872,56,31,1.86,1
NED2000966,56,31,4.06,16
NED2005002,56,31,1.93,2
NED1997255,57,31,1.2,1
NED1999872,57,31,1.32,2
NED2000966,57,31,12.26,8
NED2010002,57,31,2.16,2
NED1997255,58,31,2.24,2
NED1999872,58,31,33.36,53
NED2000966,58,31,17.78,18
NED2003003,58,31,0.78,3
NED1999872,59,31,3.41,6
TEM2007686,59,31,4.015,11
NED2002003,60,31,0.037,4
TEM2007686,61,31,44.45,88
NED2002003,64,31,0.45,1
NED1999872,69,31,0.53,3
NED2006002,69,31,1.2,1
NED2002003,70,31,0.72,15
NED2006002,70,31,30.56,33
NED2006002,71,31,0.194,1
NED1995217,72,31,0,2
NED1999872,72,31,4.49,6
NED2002003,72,31,0.43,1
NED1995217,73,31,1,2
NED1999872,73,31,1.63,1
NED2002003,73,31,9.24,8
NED2002003,74,31,1.65,2
NED1995217,76,31,4,6
NED2006002,76,31,22.94,14
NED1995217,77,31,3,7
NED1995217,78,31,11,19
NED2006002,78,31,11.99,16
NED2006002,79,31,0.284,1
NED1995217,80,31,5,17
NED2006002,80,31,1.74,3
NED2001004,81,31,1.81,3
NED1997255,82,31,4.99,16
NED1997255,83,31,10.39,23
NED1995217,84,31,3,14
NED1995217,85,31,0,1
NED1997255,85,31,5.15,9
NED1995217,86,31,0,1
NED1997255,86,31,0.79,1
NED1987078,87,31,3,4
TEL2006615,87,31,0.02,1
TEL2006615,88,31,2.45,8
TEL2006615,89,31,1.6,10
NED1995217,90,31,0,1
TEL2006615,90,31,5.4,42
NED2006002,91,31,17.83,19
NED2006002,92,31,12.07,13
NED2006002,95,31,16.02,15
NED2006002,96,31,0.95,1
NED2006002,108,31,21.92,47
NED2006002,109,31,0.92,3
NED2000966,114,31,0.03,2
NED2000966,118,31,6.8,14
NED2000966,120,31,1.88,3
NED1996238,23,39,0.01,1
NED1995217,53,39,0,1
NED1986060,1,40,1,5
NED1987078,1,40,0,3
NED1988098,1,40,2,9
NED1989117,1,40,1,6
NED1990134,1,40,0,13
NED1993182,1,40,1,19
NED1994201,1,40,1,14
NED1995217,1,40,0,1
NED1996238,1,40,0.03,7
NED1997255,1,40,0.1,6
NED1999872,1,40,0.49,7
NED2002003,1,40,0.82,8
NED2005002,1,40,0.27,12
NED2010002,1,40,0.86,14
TEM2007686,1,40,0.016,1
NED1986060,2,40,1,7
NED1987078,2,40,1,5
NED1988098,2,40,1,3
NED1989117,2,40,0,8
NED1990134,2,40,10,49
NED1991149,2,40,0,2
NED1992166,2,40,0,1
NED1993182,2,40,1,14
NED1994201,2,40,5,29
NED1995217,2,40,2,26
NED1996238,2,40,0.85,27
NED1997255,2,40,0.4,15
NED1999872,2,40,0.02,1
NED2000966,2,40,1.45,39
NED2001004,2,40,0.18,7
NED2002003,2,40,2.21,8
NED2003003,2,40,0.155,3
TEL2005546,2,40,0.024,3
TEL2006615,2,40,0.2,4
TEM2007686,2,40,0.4,7
NED1988098,3,40,1,7
NED1990134,3,40,10,46
NED1991149,3,40,1,10
NED1992166,3,40,4,29
NED1993182,3,40,0,4
NED1996238,3,40,1.47,19
NED1997255,3,40,0.54,15
NED1999872,3,40,8.11,66
NED2000966,3,40,1.08,24
NED2001004,3,40,1.15,14
NED2002003,3,40,0.4,7
NED2003003,3,40,0.1,1
NED2005002,3,40,4.45,29
NED2009002,3,40,0.188,7
NED2010002,3,40,1.73,13
TEL2006615,3,40,0.9,14
TEL2008805,3,40,0.198,6
NED1988098,4,40,3,32
NED1989117,4,40,5,55
NED1991149,4,40,5,18
NED1992166,4,40,3,27
NED1993182,4,40,2,13
NED1995217,4,40,1,11
NED1996238,4,40,1.24,22
NED1997255,4,40,0.33,3
NED2000966,4,40,0.32,11
NED2001004,4,40,0.115,4
NED2002003,4,40,0.47,12
NED2003003,4,40,0.13,3
NED2005002,4,40,0.185,5
NED2009002,4,40,0.65,8
TEL2006615,4,40,0.6,11
TEL2008805,4,40,0.85,14
NED1987078,5,40,0,2
NED1988098,5,40,1,2
NED1989117,5,40,0,4
NED1990134,5,40,4,33
NED1991149,5,40,2,20
NED1992166,5,40,0,3
NED1993182,5,40,1,5
NED1994201,5,40,1,7
NED1996238,5,40,0.3,12
NED1997255,5,40,0.2,3
NED1999872,5,40,0.15,3
NED2000966,5,40,0.47,6
NED2001004,5,40,0.155,3
NED2002003,5,40,2.5,99
NED2003003,5,40,0.62,4
NED2005002,5,40,7.67,182
NED2009002,5,40,0.281,4
NED2010002,5,40,0.91,7
TEL2006615,5,40,1.25,16
TEL2008805,5,40,1.16,16
TEM2007686,5,40,1.45,28
NED1986060,6,40,0,4
NED1987078,6,40,0,3
NED1990134,6,40,3,25
NED1991149,6,40,1,18
NED1992166,6,40,0,2
NED1993182,6,40,4,21
NED1994201,6,40,0,1
NED1996238,6,40,0.63,9
NED1999872,6,40,2.6,31
NED2000966,6,40,0.05,3
NED2001004,6,40,0.57,8
NED2002003,6,40,0.045,4
NED2005002,6,40,0.78,10
NED2009002,6,40,0.528,4
NED2010002,6,40,0.78,9
TEL2006615,6,40,1.7,21
TEL2008805,6,40,0.13,2
TEM2007686,6,40,0.198,5
NED1986060,7,40,1,7
NED1987078,7,40,1,4
NED1988098,7,40,4,7
NED1989117,7,40,0,1
NED1990134,7,40,1,19
NED1991149,7,40,1,15
NED1992166,7,40,1,2
NED1993182,7,40,1,7
NED1996238,7,40,0.95,9
NED1997255,7,40,0.08,7
NED1999872,7,40,2.85,36
NED2000966,7,40,0.04,1
NED2001004,7,40,1.87,7
NED2005002,7,40,3.99,166
NED2009002,7,40,0.13,1
NED2010002,7,40,0.27,10
TEM2007686,7,40,0.35,19
NED1989117,8,40,2,8
NED1990134,8,40,4,24
NED1991149,8,40,4,54
NED1992166,8,40,24,57
NED1993182,8,40,38,100
NED1994201,8,40,0,1
NED1996238,8,40,1.37,25
NED1997255,8,40,5.83,51
NED1999872,8,40,1.12,54
NED2000966,8,40,0.01,1
NED2001004,8,40,0.5,4
NED2002003,8,40,0.01,1
NED2003003,8,40,2.4,9
NED2005002,8,40,0.003,1
NED2009002,8,40,0.049,1
NED2010002,8,40,0.475,3
TEL2006615,8,40,0.05,18
TEM2007686,8,40,2.4,37
NED1986060,9,40,1,16
NED1988098,9,40,0,2
NED1989117,9,40,0,1
NED1991149,9,40,0,9
NED1992166,9,40,8,25
NED1993182,9,40,18,55
NED1994201,9,40,9,53
NED1996238,9,40,1.69,17
NED1997255,9,40,2.57,17
NED1999872,9,40,1.68,29
NED2000966,9,40,0.52,8
NED2001004,9,40,7.43,46
NED2002003,9,40,0.001,1
NED2003003,9,40,0.22,2
NED2009002,9,40,0.86,9
NED2010002,9,40,0.047,2
TEL2006615,9,40,2.11,20
TEL2008805,9,40,0.068,2
TEM2007686,9,40,0.85,11
NED1986060,10,40,11,46
NED1988098,10,40,0,3
NED1989117,10,40,1,5
NED1992166,10,40,17,60
NED1993182,10,40,21,70
NED1994201,10,40,1,6
NED1997255,10,40,15.46,87
NED1999872,10,40,4.33,78
NED2000966,10,40,13.52,61
NED2001004,10,40,0.44,31
NED2002003,10,40,0.46,6
NED2003003,10,40,0.375,3
NED2005002,10,40,1.8,23
NED2009002,10,40,1.86,18
TEL2006615,10,40,1.1,30
TEL2008805,10,40,1.25,15
TEM2007686,10,40,1.95,18
NED1986060,11,40,0,1
NED1989117,11,40,2,15
NED1990134,11,40,8,35
NED1991149,11,40,1,7
NED1992166,11,40,1,3
NED1996238,11,40,0.55,11
NED1997255,11,40,13.41,115
NED1999872,11,40,5.5,45
NED2000966,11,40,3.01,15
NED2001004,11,40,0.24,11
NED2002003,11,40,3.15,30
NED2003003,11,40,0.18,2
NED2005002,11,40,1.98,21
NED2009002,11,40,1.23,14
TEL2006615,11,40,0.2,11
TEL2008805,11,40,0.2,3
NED1987078,12,40,0,1
NED1989117,12,40,8,14
NED1990134,12,40,10,48
NED1992166,12,40,0,2
NED1994201,12,40,1,6
NED1995217,12,40,1,9
NED1996238,12,40,0.05,3
NED1997255,12,40,7.02,31
NED1999872,12,40,8.7,44
NED2000966,12,40,1.82,29
NED2001004,12,40,2,18
NED2002003,12,40,1.37,21
NED2003003,12,40,0.49,7
NED2009002,12,40,0.75,7
NED2010002,12,40,3.02,26
TEL2005546,12,40,5.15,32
TEL2008805,12,40,0.19,7
TEM2007686,12,40,0.4,5
NED1987078,13,40,0,1
NED1989117,13,40,3,9
NED1990134,13,40,16,67
NED1992166,13,40,0,2
NED1993182,13,40,0,1
NED1994201,13,40,0,1
NED1995217,13,40,0,1
NED1996238,13,40,2.5,17
NED1997255,13,40,3.38,24
NED1999872,13,40,1.13,4
NED2000966,13,40,2.02,37
NED2001004,13,40,20.03,65
NED2002003,13,40,0.155,17
NED2003003,13,40,0.59,17
NED2005002,13,40,7.42,28
NED2009002,13,40,1.38,12
TEL2006615,13,40,0.001,1
TEL2008805,13,40,0.9,10
TEM2007686,13,40,0.096,2
NED1986060,14,40,0,3
NED1987078,14,40,0,1
NED1988098,14,40,0,2
NED1989117,14,40,11,39
NED1990134,14,40,6,24
NED1991149,14,40,1,6
NED1995217,14,40,1,1
NED1996238,14,40,0.13,3
NED1997255,14,40,0.55,3
NED1999872,14,40,82.87,325
NED2000966,14,40,0.01,1
NED2001004,14,40,0.006,2
NED2002003,14,40,4.22,35
NED2003003,14,40,22.17,122
NED2005002,14,40,10.05,39
NED2009002,14,40,0.185,2
NED2010002,14,40,3.16,32
TEL2008805,14,40,0.45,5
TEM2007686,14,40,0.234,3
NED1986060,15,40,0,1
NED1987078,15,40,0,1
NED1989117,15,40,0,3
NED1990134,15,40,11,49
NED1991149,15,40,1,11
NED1995217,15,40,1,5
NED1996238,15,40,0.01,3
NED1997255,15,40,1.31,18
NED1999872,15,40,0.35,4
NED2000966,15,40,2.33,40
NED2001004,15,40,0.23,5
NED2002003,15,40,1.1,22
NED2003003,15,40,0.79,24
NED2010002,15,40,0.78,5
TEL2006615,15,40,0.026,1
TEL2008805,15,40,8.85,64
TEM2007686,15,40,0.085,1
NED1986060,16,40,1,6
NED1987078,16,40,0,1
NED1988098,16,40,1,3
NED1989117,16,40,6,20
NED1990134,16,40,14,61
NED1991149,16,40,0,3
NED1994201,16,40,1,7
NED1995217,16,40,1,9
NED1996238,16,40,59.35,186
NED1997255,16,40,1.38,10
NED1999872,16,40,7.6,54
NED2000966,16,40,0.68,10
NED2002003,16,40,1,14
NED2003003,16,40,2.36,24
NED2005002,16,40,206.69,495
NED2010002,16,40,1.49,6
TEL2006615,16,40,3.05,33
TEL2008805,16,40,0.8,4
NED1986060,17,40,5,27
NED1988098,17,40,2,9
NED1989117,17,40,0,4
NED1990134,17,40,1,2
NED1991149,17,40,3,42
NED1992166,17,40,0,2
NED1993182,17,40,0,2
NED1994201,17,40,2,22
NED1995217,17,40,8,30
NED1996238,17,40,44.44,137
NED1997255,17,40,11.48,200
NED1999872,17,40,1.55,29
NED2000966,17,40,0.36,13
NED2002003,17,40,0.72,38
NED2003003,17,40,0.03,1
NED2005002,17,40,3.37,9
NED2010002,17,40,0.292,2
TEL2006615,17,40,2,27
TEL2008805,17,40,0.14,1
TEM2007686,17,40,0.235,2
NED1986060,18,40,1,33
NED1987078,18,40,1,5
NED1988098,18,40,1,4
NED1989117,18,40,1,4
NED1990134,18,40,2,5
NED1991149,18,40,1,6
NED1993182,18,40,0,1
NED1994201,18,40,0,15
NED1995217,18,40,56,154
NED1996238,18,40,2.73,10
NED1997255,18,40,7.4,76
NED1999872,18,40,13.32,136
NED2000966,18,40,0.33,6
NED2001004,18,40,0.015,1
NED2002003,18,40,0.53,10
NED2006002,18,40,0.394,14
NED2009002,18,40,6.63,87
NED2010002,18,40,5.79,50
TEL2008805,18,40,0.316,3
TEM2007686,18,40,2.6,20
NED1987078,19,40,1,5
NED1988098,19,40,5,34
NED1989117,19,40,1,5
NED1990134,19,40,8,30
NED1992166,19,40,3,28
NED1996238,19,40,0.63,8
NED1997255,19,40,4.16,68
NED2000966,19,40,7.07,175
NED2001004,19,40,18.97,72
NED2002003,19,40,0.2,5
NED2005002,19,40,16.09,100
NED2009002,19,40,1.62,16
NED2010002,19,40,3.59,16
TEL2006615,19,40,1.3,24
TEL2008805,19,40,5.15,41
TEM2007686,19,40,11.7,78
NED1986060,20,40,0,2
NED1987078,20,40,7,42
NED1988098,20,40,6,27
NED1989117,20,40,15,31
NED1990134,20,40,3,9
NED1991149,20,40,0,1
NED1992166,20,40,27,97
NED1993182,20,40,2,20
NED1994201,20,40,0,7
NED1995217,20,40,1,5
NED1996238,20,40,2.2,8
NED1997255,20,40,9.74,68
NED1999872,20,40,18.89,111
NED2001004,20,40,32.98,122
NED2002003,20,40,0.37,3
NED2005002,20,40,6.57,59
NED2009002,20,40,0.642,17
NED2010002,20,40,9.04,52
TEL2008805,20,40,20.1,88
TEM2007686,20,40,8.95,57
NED1986060,21,40,1,1
NED1987078,21,40,2,13
NED1988098,21,40,6,25
NED1989117,21,40,9,24
NED1990134,21,40,1,13
NED1991149,21,40,1,4
NED1992166,21,40,18,90
NED1993182,21,40,2,12
NED1996238,21,40,2.03,6
NED1997255,21,40,13.26,85
NED1999872,21,40,51.98,211
NED2001004,21,40,1.73,29
NED2002003,21,40,0.045,3
NED2003003,21,40,0.36,2
NED2005002,21,40,6.79,54
NED2006002,21,40,0.184,2
NED2009002,21,40,0.005,2
NED2010002,21,40,18.1,84
TEL2008805,21,40,3.95,18
TEM2007686,21,40,23.1,99
NED1986060,22,40,1,5
NED1987078,22,40,2,7
NED1988098,22,40,1,5
NED1989117,22,40,6,23
NED1990134,22,40,1,12
NED1992166,22,40,17,65
NED1993182,22,40,0,4
