SPECIES_CODE,SPECIES_NAME,COMMON_NAME,REVISION,BS,GOA,WC,AUDITJOIN
22277,Paraliparis sp. cf. ulochir (Orr and Baldwin),,A06,,Y,,2529
22278,Paraliparis sp. cf. grandis (Orr and Baldwin),,A06,,Y,,2530
22279,Paraliparis adustus,brown snailfish,A06,,Y,,2531
22280,Paraliparis bullacephalus,bubblehead snailfish,A06,,Y,,2532
22925,Caulophryne pelagica,,A06,,Y,Y,2533
30051,Sebastes aleutianus,rougheye rockfish,A06,Y,Y,Y,2534
30052,Sebastes melanostictus,blackspotted rockfish,A06,Y,Y,Y,2535
40035,Abietinaria greenei,bushy white hydroid,A06,,Y,,2536
40036,Abietinaria sp. A (Clark 2006),white tangled hydroid,A06,,Y,,2537
41104,Alcyonium sp. A (Clark 2006),pink orange mushroom coral,A06,,Y,,2538
41105,Alcyonium sp. B (Clark 2006),,A06,,Y,,2539
41541,Bathypathes patula,,A06,,Y,,2540
41551,Lillipathes lilliei,,A06,,Y,,2541
41552,Lillipathes sp. A (Clark 2006),,A06,,Y,,2542
41553,Lillipathes sp. B (Clark 2006),,A06,,Y,,2543
41573,Swiftia beringi,,A06,,Y,,2544
41576,,Yellow gorgonian,A06,,Y,,2545
41587,Paragorgia nodosa,,A06,,Y,,2546
41595,Cryogorgia koolsae,,A06,,Y,,2547
41601,Callogorgia kinoshitae,,A06,,Y,,2548
41605,Parastenella sp. A (Clark 2006),sugar coral,A06,,Y,,2549
42007,Protoptilum sp.,,A06,,Y,,2550
42021,Anthoptilum murrayi,Murray sea pen,A06,,Y,,2551
43044,Urticina columbiana,,A06,,Y,,2552
43111,Actinistola sp. A (Clark 2006),,A06,,Y,,2553
43112,Actinistola sp. B (Clark 2006),,A06,,Y,,2554
43121,,tumbling anemone,A06,,Y,,2555
44075,Thouarella superba,,A06,,Y,,2557
44104,Amphilaphis sp. 4 (Clark 2006),,A06,,Y,,2558
44105,Anthothela grandiflora,,A06,,Y,,2559
44106,Plumarella sp. 2 (Clark 2006),,A06,,Y,,2560
44107,Primnoa wingi,,A06,,Y,,2561
44108,Primnoa sp. 1 (Clark 2006),,A06,,Y,,2562
44110,Lepidisis sp.,,A06,,Y,,2563
44114,Arthrogorgia otsukai,,A06,,Y,,2564
44115,Arthrogorgia kinoshitai,,A06,,Y,,2565
50005,Eunice valens,,A06,,Y,,2566
50013,Chaetopterus sp.,,A06,,Y,,2567
50021,Spinther sp. A (Clark 2006),,A06,,Y,,2568
50201,Halosydna brevisetosa,,A06,,Y,,2569
50205,Euphrosine multibranchiata,,A06,,Y,,2570
50215,Onuphis conchylega,gravel tube worm,A06,,Y,,2571
50221,Travisia pupa,,A06,,Y,,2572
50301,Arctonoe vittata,,A06,,Y,,2573
56313,Eunoe senta,,A06,,Y,,2574
56321,Gattyana ciliata,,A06,,Y,,2575
57411,Serpula columbiana,,A06,,Y,,2576
57412,Serpula sp.,,A06,,Y,,2577
58001,Pectinaria granulata,,A06,,Y,,2578
60101,Iphinoe sp.,,A06,,Y,,2579
60105,Eusirus cuspidatus,,A06,,Y,,2580
60106,,armored amphipod,A06,,Y,,2581
60107,Stegocephalus inflatus,,A06,,Y,,2582
60113,,Red-spotted Amphipod,A06,,Y,,2583
60116,Paramphithoe polyacantha,,A06,,Y,,2584
60117,Paramphithoe sp.,,A06,,Y,,2585
60121,Uschakoviella echinophora,,A06,,Y,,2586
60122,Uschakoviella sp. 1 (Clark 2006),,A06,,Y,,2587
62002,Arcturus sp. 2 (Clark 2006),,A06,,Y,,2588
62015,Gnorimosphaeroma sp.,,A06,,Y,,2589
62021,Synidotea sp.,gravel isopod,A06,,Y,,2590
62025,Rocinella angusta,,A06,,Y,,2591
62050,Anuropus bathypelagica,,A06,,Y,,2592
63100,Diastylis sp.,,A06,,Y,,2593
63101,Diastylis alaskensis,,A06,,Y,,2594
64100,Mysidae,,A06,,Y,,2595
65211,Scalpellum columbiana,,A06,,Y,,2596
66061,Pandalopsis longirostris,,A06,,Y,,2597
66062,Pandalopsis sp. cf. lamelligera,,A06,,Y,,2598
66304,Heptacarpus stylus,stiletto coastal shrimp,A06,,Y,,2599
66534,Metacrangon munita,,A06,,Y,,2600
66618,Paracrangon sp.,,A06,,Y,,2601
66761,Parapasiphae sulcatifrons,,A06,,Y,,2602
72025,Rectiplanes sp.,,A09,,Y,,3321
74987,Nemocardium centifilosum,hundred-line cockle,A09,,,,3322
91094,Esperiopsis flagrum,,A09,,,,3323
98323,Ciona savignyi,,A09,,,,3324
98073,,pineapple tunicate,A10,,,Y,3361
21328,Artediellus camchaticus,Kamchatka hookear sculpin,A10,,Y,,3362
21821,Argyropelecus sladeni,silvery hatchetfish,A10,,,Y,3363
23709,Mentodus eubranchus,,A10,,,Y,3364
72516,Calliostoma canaliculatum,channeled topsnail,A10,,Y,Y,3365
66205,Lebbeus mundus,cleaner lebbeid,A10,Y,Y,,3366
91995,Porifera unid. erect,Erect sponge morphotype,A10,,Y,,3421
91996,Porifera unid. encrusting,Encrusting sponge morphotype,A10,,Y,,3422
91997,Porifera unid. ball,Ball sponge morphotype,A10,,Y,,3423
91998,Porifera unid. tubular,Tubular sponge morphotype,A10,,Y,,3424
70871,Neptunea gyroscopoides,,A10,Y,,,3462
43113,Actinostola groenlandica,,A09,,Y,,3241
71548,Amphissa versicolor,variegate amphissa,A09,,Y,,3242
70049,Aplacophora unid.,,A09,Y,Y,Y,3243
71104,Cadlina sp.,cadlina nudibranchs,A09,,Y,,3244
66177,Eualus pusiolus,doll eualid,A09,Y,Y,Y,3245
66305,Heptacarpus tenuissimus,slender coastal shrimp,A09,,Y,,3246
95103,Heteropora sp.,,A09,,Y,,3247
82690,Marginoproctus sp.,,A09,Y,Y,Y,3248
66533,Metacrangon sp.,,A09,,Y,,3249
83409,Ophiomusium sp.,,A09,,Y,,3250
75223,Pandora filosa,threaded pandora,A09,,Y,,3251
71358,Puncturella longifissa,long-slot puncturella,A09,,Y,,3252
65208,Semibalanus cariosus,thatched barnacle,A09,,Y,,3253
66168,Spirontocaris ochotensis,oval blade shrimp,A09,,Y,,3254
71798,Volutharpa ampullacea,paper whelk,A09,Y,Y,,3255
72787,Volutomitra sp.,,A09,Y,Y,,3256
91073,Leucosolenia sp.,,A09,Y,Y,,3261
23622,Scopelosaurus adleri,adlers waryfish,A09,Y,Y,,3262
22626,Nannobrachium sp.,,A09,Y,Y,Y,3281
22627,Nannobrachium nigrum,black lanternfish,A09,,,Y,3282
22401,Flagellostomias boureei,,A09,,,Y,3283
24234,Lycodapus leptus,slender eelpout,A09,Y,,,3301
22311,Poromitra cristiceps,,A09,Y,,,3302
21744,Theragra chalcogramma larva,walleye pollock larva,A09,,,,3341
71590,Onchidiopsis sp.,,A10,Y,,,3481
45010,Beroe abyssicola,,A10,Y,,,3482
80539,Henricia derjugini,,A10,Y,,,3483
80647,Hippasteria pedicellaris,,A10,Y,,,3484
478,Bathyraja sp. cf. parmifera egg case,Leopard skate egg case,A10,,Y,,3501
484,Bathyraja mariposa egg case,Butterfly skate egg case,A10,,Y,,3502
81841,Cladaster sp.,,A10,,Y,,3503
43051,Oractis sp.,,A10,,Y,,3504
91097,Leucandra sp.,,A10,,Y,,3505
98210,Distaplia sp.,,A10,,Y,,3506
98340,Polyclinum planum,,A10,,Y,,3507
40013,Bonneviella sp.,,A10,,Y,,3508
79513,Stigmatoteuthis dofleini,,A10,,Y,,3509
